Name,Yr/Seas,Year,Season,Date,Month,Time,Citizenship,Sex,Age,Oxy,Ascents,Dth,Host,Cause,Altitude
Mohammad Oraz,1998 Spr,1998,1,20-May,5,9:45,Iran,1,28,1,1,0,Nepal,NA,NA
"Chuldim Dorje Sherpa (Khumjung, Khumbu)",1998 Spr,1998,1,20-May,5,9:45,Nepal,1,34,1,1,0,Nepal,NA,NA
"Dawa Tenzi (Da Tenzi) Sherpa (Kharikhola, Solukhumbu)",1998 Spr,1998,1,20-May,5,9:45,Nepal,1,34,1,1,0,Nepal,NA,NA
"Pemba Rinzi/Rinji Sherpa (Kharikhola, Solukhumbu)",1998 Spr,1998,1,20-May,5,9:45,Nepal,1,23,1,1,0,Nepal,NA,NA
Wallace Wayne (Wally) Berg,1998 Spr,1998,1,20-May,5,10:30,USA,1,43,1,1,0,Nepal,NA,NA
Charles Howell (Chuck) Demarest,1998 Spr,1998,1,20-May,5,10:49,USA,1,55,1,1,0,Nepal,NA,NA
"Chuldin Nuru (Chuldim) Sherpa (Phurte, Khumbu)",1998 Spr,1998,1,20-May,5,10:49,Nepal,1,31,1,1,0,Nepal,NA,NA
"Gyalzen (Ang Gyalzen) Sherpa (Phurte, Khumbu)",1998 Spr,1998,1,20-May,5,10:49,Nepal,1,45,1,1,0,Nepal,NA,NA
"Gyalzen Sherpa (Yilajung, Khumbu)",1998 Spr,1998,1,20-May,5,11:05,Nepal,1,37,1,1,0,China,NA,NA
Toshiaki Yano,1998 Spr,1998,1,20-May,5,11:05,Japan,1,45,1,1,0,China,NA,NA
Mark L. Cole,1998 Spr,1998,1,20-May,5,12:30,USA,1,45,1,1,0,Nepal,NA,NA
Yoshinori Kawahara,1998 Spr,1998,1,20-May,5,12:45,Japan,1,57,1,1,0,China,NA,NA
Gilles Roman,1998 Spr,1998,1,21-May,5,11:55,France,1,28,1,1,0,China,NA,NA
Anatoli Moshnikov,1998 Spr,1998,1,21-May,5,12:15,Russia,1,45,0,1,0,China,NA,NA
Kazuyoshi Kondo,1998 Spr,1998,1,22-May,5,10:40,Japan,1,56,1,1,0,China,NA,NA
"Dawa Sherpa (Loding Tamakhani-9, Solukhumbu)",1998 Spr,1998,1,22-May,5,10:40,Nepal,1,28,1,1,0,China,NA,NA
Rustam Radjapov,1998 Spr,1998,1,22-May,5,14:45,Uzbekistan,1,40,1,1,0,China,NA,NA
Sergei Anatolievich Arsentiev,1998 Spr,1998,1,22-May,5,15:45,Russia,1,39,0,0,1,China,Disappearance,8500m
Francys Distefano-Arsentiev,1998 Spr,1998,1,22-May,5,15:45,USA,0,40,0,0,1,China,Exposure/Frostbite,8600m
Svetlana Baskakova,1998 Spr,1998,1,23-May,5,NA,Uzbekistan,0,41,1,1,0,China,NA,NA
Andrei Fedorov,1998 Spr,1998,1,23-May,5,NA,Uzbekistan,1,30,1,1,0,China,NA,NA
Oleg Grigoriev,1998 Spr,1998,1,23-May,5,NA,Uzbekistan,1,34,1,1,0,China,NA,NA
Sergei Sokolov,1998 Spr,1998,1,23-May,5,NA,Uzbekistan,1,27,1,1,0,China,NA,NA
Marat Usaev,1998 Spr,1998,1,23-May,5,NA,Uzbekistan,1,31,1,1,0,China,NA,NA
Aleksei Dokukin,1998 Spr,1998,1,24-May,5,NA,Uzbekistan,1,30,1,1,0,China,NA,NA
Ilyas Tukhvatullin,1998 Spr,1998,1,24-May,5,NA,Uzbekistan,1,40,1,1,0,China,NA,NA
Andrew Zaikin,1998 Spr,1998,1,24-May,5,NA,Uzbekistan,1,33,1,1,0,China,NA,NA
Ci Luo (Tselo),1998 Spr,1998,1,24-May,5,10:15,China,1,23,1,1,0,China,NA,NA
"Lama Jangbu Sherpa (Kharikhola, Solukhumbu)",1998 Spr,1998,1,24-May,5,10:15,Nepal,1,33,1,1,0,China,NA,NA
"Lhakpa Gelu Sherpa (Kharikhola, Solukhumbu)",1998 Spr,1998,1,24-May,5,10:15,Nepal,1,30,1,1,0,China,NA,NA
Khaniv Balmagambetov,1998 Spr,1998,1,25-May,5,NA,Uzbekistan,1,39,1,1,0,China,NA,NA
Roman Mats,1998 Spr,1998,1,25-May,5,NA,Uzbekistan,1,30,1,1,0,China,NA,NA
"Dorje Sherpa (Nunthala, Solukhumbu)",1998 Spr,1998,1,25-May,5,NA,Nepal,1,32,1,1,0,Nepal,NA,NA
"Fura Dorje (Phura Dorje) Sherpa (Sotang, Solukhumbu)",1998 Spr,1998,1,25-May,5,NA,Nepal,1,31,1,1,0,Nepal,NA,NA
"Kami Rita (Topke) Sherpa (Thami, Khumbu)",1998 Spr,1998,1,25-May,5,NA,Nepal,1,28,1,1,0,Nepal,NA,NA
"Nawang Phurba Sherpa (Beding, Dolakha)",1998 Spr,1998,1,25-May,5,NA,Nepal,1,31,1,1,0,Nepal,NA,NA
Bernardo Guarachi Mamani,1998 Spr,1998,1,25-May,5,5:55,Bolivia,1,45,1,1,0,Nepal,NA,NA
Swee Chiow Khoo,1998 Spr,1998,1,25-May,5,6:00,Malaysia,1,33,1,1,0,Nepal,NA,NA
Cheok Wai Edwin Siew,1998 Spr,1998,1,25-May,5,6:00,Malaysia,1,28,1,1,0,Nepal,NA,NA
Sundeep Dhillon,1998 Spr,1998,1,25-May,5,8:45,UK,1,28,1,1,0,Nepal,NA,NA
Kusang Dorjee Sherpa,1998 Spr,1998,1,25-May,5,8:45,India,1,36,1,1,0,Nepal,NA,NA
"Nima Gombu (Gombu) Sherpa (Beding, Dolakha)",1998 Spr,1998,1,25-May,5,8:45,Nepal,1,29,1,1,0,Nepal,NA,NA
"Nima Dorje (Boka Lama) Sherpa (Walung, Makalu-9, Makalu-Barun)",1998 Spr,1998,1,25-May,5,9:00,Nepal,1,30,1,1,0,Nepal,NA,NA
David (Dave) Walsh,1998 Spr,1998,1,25-May,5,9:00,UK,1,54,1,1,0,Nepal,NA,NA
Craig Alan John,1998 Spr,1998,1,25-May,5,9:30,USA,1,40,1,1,0,China,NA,NA
"Dawa Nuru (Danuru) Sherpa (Phortse, Khumbu)",1998 Spr,1998,1,25-May,5,9:30,Nepal,1,19,1,1,0,China,NA,NA
"Lhakpa Rita Sherpa (Phortse, Khumbu)",1998 Spr,1998,1,25-May,5,9:30,Nepal,1,26,1,1,0,China,NA,NA
"Nima Wangchu/Ongchu Sherpa (Khumjung, Khumbu)",1998 Spr,1998,1,25-May,5,10:00,Nepal,1,28,1,1,0,China,NA,NA
Russell Reginald Brice,1998 Spr,1998,1,25-May,5,10:15,New Zealand,1,45,1,1,0,China,NA,NA
"Karsang Namgyal/Namgel Sherpa (Thami, Khumbu)",1998 Spr,1998,1,25-May,5,10:15,Nepal,1,26,1,1,0,China,NA,NA
Sumiyo Tsuzuki,1998 Spr,1998,1,25-May,5,10:15,Japan,0,30,1,1,0,China,NA,NA
Mark Howard Jennings,1998 Spr,1998,1,25-May,5,11:15,UK,1,49,1,0,1,China,AMS,8200m
Edward M. (Bear) Grylls,1998 Spr,1998,1,26-May,5,7:30,UK,1,23,1,1,0,Nepal,NA,NA
Neil A. D. Laughton,1998 Spr,1998,1,26-May,5,7:30,UK,1,34,1,1,0,Nepal,NA,NA
"Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)",1998 Spr,1998,1,26-May,5,7:30,Nepal,1,21,1,1,0,Nepal,NA,NA
"Pasang Tshering (Ang Tshering) Sherpa (Pangboche, Khumbu)",1998 Spr,1998,1,26-May,5,7:30,Nepal,1,21,1,1,0,Nepal,NA,NA
Alan Grant Lance Silva,1998 Spr,1998,1,26-May,5,7:30,Australia,1,36,1,1,0,Nepal,NA,NA
Heinz Rockenbauer,1998 Spr,1998,1,26-May,5,9:00,Austria,1,47,1,1,0,China,NA,NA
Jeffery E. (Jeff) Rhoads,1998 Spr,1998,1,27-May,5,6:30,USA,1,43,1,1,0,Nepal,NA,NA
"Dawa Sona (Da Sona, Da Sonam) Sherpa (Pangboche, Khumbu)",1998 Spr,1998,1,27-May,5,6:30,Nepal,1,32,1,1,0,Nepal,NA,NA
"Lhakpa Tshering Sherpa (Khunde, Khumbu)",1998 Spr,1998,1,27-May,5,6:30,Nepal,1,42,1,1,0,Nepal,NA,NA
"Norbu/Nurbu (Nuru) Sherpa (Beding, Dolakha)",1998 Spr,1998,1,27-May,5,6:30,Nepal,1,30,1,1,0,Nepal,NA,NA
"Tashi Tshering Sherpa (Pangboche, Khumbu)",1998 Spr,1998,1,27-May,5,6:30,Nepal,1,28,1,1,0,Nepal,NA,NA
Thomas Granville (Tom) Whittaker,1998 Spr,1998,1,27-May,5,6:30,USA,1,49,1,1,0,Nepal,NA,NA
Robert (Bob) Sloezen,1998 Spr,1998,1,27-May,5,9:15,USA,1,44,1,1,0,China,NA,NA
Richard Alpert,1998 Spr,1998,1,27-May,5,9:40,USA,1,27,1,1,0,China,NA,NA
"Panuru (Pasang Nuru, Pa Nuru) Sherpa (Phortse, Khumbu)",1998 Spr,1998,1,27-May,5,9:40,Nepal,1,30,1,1,0,China,NA,NA
Carlos Pitarch Francisco,1998 Aut,1998,3,15-Oct,10,NA,Spain,1,31,1,1,0,Nepal,NA,NA
"Kaji (Pasang Kaji, Pasang Kami) Sherpa (Loding Tamakhani, Solukhumbu)",1998 Aut,1998,3,17-Oct,10,NA,Nepal,1,35,1,1,0,Nepal,NA,NA
"Tashi Tshering Sherpa (Pangboche, Khumbu)",1998 Aut,1998,3,17-Oct,10,NA,Nepal,1,28,1,1,0,Nepal,NA,NA
Peter George (Pete) Athans,1999 Spr,1999,1,5-May,5,NA,USA,1,42,1,1,0,Nepal,NA,NA
Elsa Flor Avila Bello de Carsolio,1999 Spr,1999,1,5-May,5,NA,Mexico,0,35,1,1,0,Nepal,NA,NA
Ray Brown,1999 Spr,1999,1,5-May,5,NA,New Zealand,1,47,1,1,0,Nepal,NA,NA
William Charles (Bill) Crouse,1999 Spr,1999,1,5-May,5,NA,USA,1,35,1,1,0,Nepal,NA,NA
Andrew Atis (Andy) Lapkass,1999 Spr,1999,1,5-May,5,NA,USA,1,41,1,1,0,Nepal,NA,NA
Graham Gordon Ratcliffe,1999 Spr,1999,1,5-May,5,NA,UK,1,44,1,1,0,Nepal,NA,NA
"Chhuwang Nima Sherpa (Tesho, Khumbu)",1999 Spr,1999,1,5-May,5,NA,Nepal,1,31,1,1,0,Nepal,NA,NA
"Dorje (Dorje Lambu, Big Dorje) Sherpa (Thamo, Khumbu)",1999 Spr,1999,1,5-May,5,NA,Nepal,1,33,1,1,0,Nepal,NA,NA
"Gyalzen Sherpa (Loding Tamakhani, Solukhumbu)",1999 Spr,1999,1,5-May,5,NA,Nepal,1,36,1,1,0,Nepal,NA,NA
"Ngatemba (Nga Temba) Sherpa (Sikli, Jubing, Solukhumbu)",1999 Spr,1999,1,5-May,5,NA,Nepal,1,43,1,1,0,Nepal,NA,NA
"Pasang Tshering (Ang Tshering) Sherpa (Pangboche, Khumbu)",1999 Spr,1999,1,5-May,5,NA,Nepal,1,22,1,1,0,Nepal,NA,NA
"Phu Tashi Sherpa (Pangboche, Khumbu)",1999 Spr,1999,1,5-May,5,NA,Nepal,1,26,1,1,0,Nepal,NA,NA
"Ang Chhiri Sherpa (Beding, Dolakha)",1999 Spr,1999,1,5-May,5,12:05,Nepal,1,40,1,1,0,Nepal,NA,NA
"Changba Nurbu (Chhongba Nuru) Sherpa (Tate, Khumbu)",1999 Spr,1999,1,5-May,5,12:10,Nepal,1,34,1,1,0,Nepal,NA,NA
"Dorje Sherpa (Nunthala, Solukhumbu)",1999 Spr,1999,1,5-May,5,12:10,Nepal,1,33,1,1,0,Nepal,NA,NA
Bernard Voyer,1999 Spr,1999,1,5-May,5,12:10,Canada,1,46,1,1,0,Nepal,NA,NA
Renata Chlumska,1999 Spr,1999,1,5-May,5,12:15,Sweden,0,25,1,1,0,Nepal,NA,NA
"Kami (Kame) Sherpa (Bagam, Kerung, Solukhumbu)",1999 Spr,1999,1,5-May,5,12:15,Nepal,1,36,1,1,0,Nepal,NA,NA
"Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)",1999 Spr,1999,1,5-May,5,12:15,Nepal,1,28,1,1,0,Nepal,NA,NA
Goran Kropp,1999 Spr,1999,1,5-May,5,12:20,Sweden,1,32,1,1,0,Nepal,NA,NA
"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",1999 Spr,1999,1,6-May,5,11:00,Nepal,1,33,0,1,0,Nepal,NA,NA
"Dawa Sherpa (Taksindu, Solukhumbu)",1999 Spr,1999,1,6-May,5,11:00,Nepal,1,35,1,1,0,Nepal,NA,NA
"Nima Dorje (Boka Lama) Sherpa (Walung, Makalu-9, Makalu-Barun)",1999 Spr,1999,1,6-May,5,11:00,Nepal,1,31,1,1,0,Nepal,NA,NA
Vasili (Vazyl) Kopytko,1999 Spr,1999,1,8-May,5,15:00,Ukraine,1,34,0,0,1,China,Exposure/Frostbite,8500m
Vladislav Terzyul,1999 Spr,1999,1,8-May,5,15:00,Ukraine,1,45,0,1,0,China,NA,NA
Vladimir (Volodymyr) Gorbach,1999 Spr,1999,1,8-May,5,16:00,Ukraine,1,44,0,1,0,China,NA,NA
Guillermo (Willie) Benegas,1999 Spr,1999,1,12-May,5,8:30,USA,1,30,1,1,0,Nepal,NA,NA
Joby David Ogwyn,1999 Spr,1999,1,12-May,5,9:05,USA,1,24,1,1,0,Nepal,NA,NA
"Nima Gombu (Gombu) Sherpa (Beding, Dolakha)",1999 Spr,1999,1,12-May,5,9:05,Nepal,1,30,1,1,0,Nepal,NA,NA
"Tenzing (Tenzen, Tenzi) Sherpa (Thami, Khumbu)",1999 Spr,1999,1,12-May,5,9:05,Nepal,1,34,1,1,0,Nepal,NA,NA
Afi Gigani,1999 Spr,1999,1,12-May,5,10:00,Georgia,1,43,1,1,0,Nepal,NA,NA
Lev Sarkisov,1999 Spr,1999,1,12-May,5,10:00,Georgia,1,60,1,1,0,Nepal,NA,NA
"Chewang Dorje Sherpa (Thami, Khumbu)",1999 Spr,1999,1,12-May,5,10:00,Nepal,1,23,1,1,0,Nepal,NA,NA
Bidzina Gujabidze,1999 Spr,1999,1,12-May,5,10:30,Georgia,1,39,1,1,0,Nepal,NA,NA
Benedict (Beno) Kashakashvili,1999 Spr,1999,1,12-May,5,10:30,Georgia,1,35,1,1,0,Nepal,NA,NA
"Nawang Tenzing (Nawangle) Sherpa (Phortse, Khumbu)",1999 Spr,1999,1,12-May,5,10:30,Nepal,1,39,1,1,0,Nepal,NA,NA
"Dawa Nurbu (Danuru) Sherpa (Kharikhola, Solukhumbu)",1999 Spr,1999,1,13-May,5,NA,Nepal,1,22,1,1,0,Nepal,NA,NA
"Kami Rita (Topke) Sherpa (Thami, Khumbu)",1999 Spr,1999,1,13-May,5,NA,Nepal,1,29,1,1,0,Nepal,NA,NA
"Lhakpa Gelu Sherpa (Kharikhola, Solukhumbu)",1999 Spr,1999,1,13-May,5,NA,Nepal,1,31,1,1,0,Nepal,NA,NA
"Nima Gyalzen Sherpa (Beding, Dolakha)",1999 Spr,1999,1,13-May,5,NA,Nepal,1,22,1,1,0,Nepal,NA,NA
"Pemba Rinzi/Rinji Sherpa (Kharikhola, Solukhumbu)",1999 Spr,1999,1,13-May,5,NA,Nepal,1,24,1,1,0,Nepal,NA,NA
"Tshering Dorje Sherpa (Kharikhola, Solukhumbu)",1999 Spr,1999,1,13-May,5,NA,Nepal,1,28,1,1,0,Nepal,NA,NA
Constantine (Coz) Niarchos,1999 Spr,1999,1,13-May,5,9:00,Switzerland/Greece,1,37,1,1,0,Nepal,NA,NA
Augusto Ortega,1999 Spr,1999,1,13-May,5,9:00,Peru,1,40,1,1,0,Nepal,NA,NA
Ken Noguchi,1999 Spr,1999,1,13-May,5,9:30,Japan,1,25,1,1,0,Nepal,NA,NA
"Dawa Tshering (Dawa Chhiri) Sherpa (Thami, Khumbu)",1999 Spr,1999,1,13-May,5,9:30,Nepal,1,32,1,1,0,Nepal,NA,NA
"Nawang Wangchu/Ongchu Sherpa (Chheplung, Khumbu)",1999 Spr,1999,1,13-May,5,9:30,Nepal,1,25,1,1,0,Nepal,NA,NA
"Nima Wangchu/Ongchu Sherpa (Khumjung, Khumbu)",1999 Spr,1999,1,13-May,5,9:30,Nepal,1,29,1,1,0,Nepal,NA,NA
"Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)",1999 Spr,1999,1,13-May,5,9:30,Nepal,1,22,1,1,0,Nepal,NA,NA
Katja Staartjes,1999 Spr,1999,1,13-May,5,9:30,Netherlands,0,36,1,1,0,Nepal,NA,NA
"Krishna Bahadur (Jeta) Tamang (Kanku-5, Solukhumbu)",1999 Spr,1999,1,13-May,5,9:30,Nepal,1,30,1,1,0,Nepal,NA,NA
Michael J. (Mike) Trueman,1999 Spr,1999,1,13-May,5,9:30,UK,1,47,1,1,0,Nepal,NA,NA
Christopher B. (Chris) Brown,1999 Spr,1999,1,13-May,5,9:40,UK,1,52,1,1,0,Nepal,NA,NA
David Rodney,1999 Spr,1999,1,13-May,5,9:40,Canada,1,34,1,1,0,Nepal,NA,NA
"Pasang Kitar/Kidar Sherpa (Beding, Dolakha)",1999 Spr,1999,1,13-May,5,9:40,Nepal,1,20,1,1,0,Nepal,NA,NA
Martin Doyle,1999 Spr,1999,1,13-May,5,10:30,UK,1,41,1,1,0,Nepal,NA,NA
Michael Robert Matthews,1999 Spr,1999,1,13-May,5,12:00,UK,1,22,1,0,1,Nepal,Fall,8600m
Michael Smith,1999 Spr,1999,1,13-May,5,12:00,UK,1,37,1,1,0,Nepal,NA,NA
Conrad Daniel Anker,1999 Spr,1999,1,17-May,5,14:50,USA,1,36,1,1,0,China,NA,NA
David Allen (Dave) Hahn,1999 Spr,1999,1,17-May,5,14:50,USA,1,37,1,1,0,China,NA,NA
Joao Jose Silva Abranches Garcia,1999 Spr,1999,1,18-May,5,13:30,Portugal,1,31,0,1,0,China,NA,NA
Tadeusz (Tadek) Kudelski,1999 Spr,1999,1,18-May,5,13:30,Poland,1,44,1,0,1,China,Fall,8600m
Jacek M. Maselko,1999 Spr,1999,1,18-May,5,13:35,USA,1,29,1,1,0,China,NA,NA
Ryszard Jan Pawlowski,1999 Spr,1999,1,18-May,5,14:00,Poland,1,48,1,1,0,China,NA,NA
Pascal Debrouwer,1999 Spr,1999,1,18-May,5,15:30,Belgium,1,29,1,0,1,China,Fall,8400m
Boris Korshunov,1999 Spr,1999,1,25-May,5,NA,Russia,1,63,1,1,0,China,NA,NA
Carlos Guevara Perada,1999 Spr,1999,1,26-May,5,NA,Mexico,1,25,1,1,0,Nepal,NA,NA
Merab Khabazi,1999 Spr,1999,1,26-May,5,NA,Georgia,1,38,1,1,0,China,NA,NA
Hugo Rodriguez Barroso,1999 Spr,1999,1,26-May,5,NA,Mexico,1,38,1,1,0,Nepal,NA,NA
"Lhakpa Nuru Sherpa (Yilajung, Khumbu)",1999 Spr,1999,1,26-May,5,NA,Nepal,1,26,1,1,0,Nepal,NA,NA
"Mingma Chhiri/Chhiring Sherpa (Thami, Khumbu)",1999 Spr,1999,1,26-May,5,NA,Nepal,1,30,1,1,0,Nepal,NA,NA
"Pemba Sherpa (Taksindu, Solukhumbu)",1999 Spr,1999,1,26-May,5,NA,Nepal,1,27,1,1,0,Nepal,NA,NA
"Man Bahadur (Gopal) Tamang (Jaidu, Salleri, Solukhumbu)",1999 Spr,1999,1,26-May,5,NA,Nepal,1,39,1,1,0,China,NA,NA
Mamuka Tsikhiseli,1999 Spr,1999,1,26-May,5,NA,Georgia,1,28,1,1,0,China,NA,NA
Irakli Ugulava,1999 Spr,1999,1,26-May,5,NA,Georgia,1,25,1,1,0,China,NA,NA
"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",1999 Spr,1999,1,26-May,5,9:18,Nepal,1,33,0,1,0,Nepal,NA,NA
"Dawa Sherpa (Taksindu, Solukhumbu)",1999 Spr,1999,1,26-May,5,9:18,Nepal,1,35,1,1,0,Nepal,NA,NA
"Dawa Temba Sherpa (Thamo, Khumbu)",1999 Spr,1999,1,26-May,5,9:18,Nepal,1,33,1,1,0,Nepal,NA,NA
"Nima Dorje (Boka Lama) Sherpa (Walung, Makalu-9, Makalu-Barun)",1999 Spr,1999,1,26-May,5,9:18,Nepal,1,31,1,1,0,Nepal,NA,NA
Thomas Sjogren,1999 Spr,1999,1,26-May,5,9:18,Sweden,1,39,1,1,0,Nepal,NA,NA
Tina Olga Marikova Sjogren,1999 Spr,1999,1,26-May,5,9:18,Sweden,0,40,1,1,0,Nepal,NA,NA
Frederick C. (Fred) Barth,1999 Spr,1999,1,26-May,5,10:00,USA,1,46,1,1,0,China,NA,NA
"Nanda Dorje (Naga Dorje, Nanga) Sherpa (Khumjung, Khumbu)",1999 Spr,1999,1,26-May,5,10:00,Nepal,1,32,1,1,0,China,NA,NA
"Apa (Appa) Sherpa (Thami Og, Khumbu)",1999 Spr,1999,1,26-May,5,10:10,Nepal,1,39,1,1,0,China,NA,NA
Gheorghe Dijmarescu,1999 Spr,1999,1,26-May,5,10:30,USA,1,37,1,1,0,China,NA,NA
Andrei Loushnikov,1999 Spr,1999,1,26-May,5,10:30,Russia,1,42,1,1,0,China,NA,NA
Sergio Martini,1999 Spr,1999,1,26-May,5,11:30,Italy,1,49,1,1,0,China,NA,NA
Samdu Sherpa (Makalu-Barun),1999 Spr,1999,1,26-May,5,12:25,Nepal,1,29,1,1,0,China,NA,NA
Maria Jesus (Chus) Lago Rey,1999 Spr,1999,1,26-May,5,12:30,Spain,0,34,1,1,0,China,NA,NA
Heber Alain Orona,1999 Spr,1999,1,27-May,5,NA,Argentina,1,28,0,1,0,China,NA,NA
Edgar Ivan Vallejo Ricaurte,1999 Spr,1999,1,27-May,5,NA,Ecuador,1,39,0,1,0,China,NA,NA
Karla Wheelock Aguayo,1999 Spr,1999,1,27-May,5,NA,Mexico,0,31,1,1,0,China,NA,NA
Geoffrey John (Geoff) Robb,1999 Spr,1999,1,27-May,5,6:45,Australia,1,45,1,1,0,China,NA,NA
"Karsang Namgyal/Namgel Sherpa (Thami, Khumbu)",1999 Spr,1999,1,27-May,5,6:45,Nepal,1,27,1,1,0,China,NA,NA
Helga Hengge,1999 Spr,1999,1,27-May,5,7:15,Germany,0,32,1,1,0,China,NA,NA
"Lobsang Temba (Lupsang Temba) Sherpa (Khumjung, Khumbu)",1999 Spr,1999,1,27-May,5,7:15,Nepal,1,31,1,1,0,China,NA,NA
Kazuhiko Kozuka,1999 Spr,1999,1,27-May,5,8:30,Japan,1,39,1,1,0,China,NA,NA
"Phurba Tashi Sherpa (Khumjung, Khumbu)",1999 Spr,1999,1,27-May,5,8:30,Nepal,1,28,1,1,0,China,NA,NA
"Fura Dorje (Phura Dorje) Sherpa (Sotang, Solukhumbu)",1999 Spr,1999,1,27-May,5,12:25,Nepal,1,32,1,1,0,China,NA,NA
"Akebu (Akbu, Akbulnut)",1999 Spr,1999,1,28-May,5,5:45,China,1,37,1,1,0,China,NA,NA
"Gigi (Gyigyi, Jiji)",1999 Spr,1999,1,28-May,5,5:45,China,0,30,1,1,0,China,NA,NA
Guisang (Kuisang),1999 Spr,1999,1,28-May,5,5:45,China,0,42,1,1,0,China,NA,NA
Gyalbu (Jiabu),1999 Spr,1999,1,28-May,5,5:45,China,1,39,1,1,0,China,NA,NA
"Lhakpa (Laba, La Ba)",1999 Spr,1999,1,28-May,5,5:45,China,1,34,1,1,0,China,NA,NA
"Lhotse (Luoze, Lodue)",1999 Spr,1999,1,28-May,5,5:45,China,1,37,1,1,0,China,NA,NA
Pemba Tashi (Bianba Zhaxi),1999 Spr,1999,1,28-May,5,5:45,China,1,34,1,1,0,China,NA,NA
Ren Na,1999 Spr,1999,1,28-May,5,5:45,China,1,32,1,1,0,China,NA,NA
Tashi Tsering (Zhaxi Ciren),1999 Spr,1999,1,28-May,5,5:45,China,1,32,1,1,0,China,NA,NA
Tsering Dorje (Cerin Duoji),1999 Spr,1999,1,28-May,5,5:45,China,1,38,1,1,0,China,NA,NA
Amar Prakash Dogra,1999 Spr,1999,1,28-May,5,7:00,India,1,36,1,1,0,China,NA,NA
Kusang Dorjee Sherpa,1999 Spr,1999,1,28-May,5,7:00,India,1,37,1,1,0,China,NA,NA
Sange Muktuk Sherpa,1999 Spr,1999,1,28-May,5,7:00,India,1,34,1,1,0,China,NA,NA
Antti Mankinen,1999 Spr,1999,1,28-May,5,8:00,Finland,1,23,1,1,0,China,NA,NA
Ari Piela,1999 Spr,1999,1,28-May,5,8:00,Finland,1,35,1,1,0,China,NA,NA
Catherine (Cathy) O'Dowd,1999 Spr,1999,1,29-May,5,8:00,S Africa,0,30,1,1,0,China,NA,NA
"Lama Jangbu Sherpa (Kharikhola, Solukhumbu)",1999 Spr,1999,1,29-May,5,8:00,Nepal,1,34,1,1,0,China,NA,NA
"Pemba Tenji (Pekka Tenja) Sherpa (Chattu, Solukhumbu)",1999 Spr,1999,1,29-May,5,8:10,Nepal,1,36,1,1,0,China,NA,NA
Ian Woodall,1999 Spr,1999,1,29-May,5,8:10,UK,1,42,1,1,0,China,NA,NA
Andrei Alexandrov,2000 Spr,2000,1,15-May,5,NA,Russia,1,31,1,1,0,China,NA,NA
Ivan Aristov,2000 Spr,2000,1,15-May,5,NA,Russia,1,41,1,1,0,China,NA,NA
Alexander Fukolov,2000 Spr,2000,1,15-May,5,NA,Russia,1,38,1,1,0,China,NA,NA
Nikolai Kadoshnikov,2000 Spr,2000,1,15-May,5,NA,Russia,1,36,1,1,0,China,NA,NA
John Barry,2000 Spr,2000,1,16-May,5,10:40,UK,1,55,1,1,0,Nepal,NA,NA
Polly Murray,2000 Spr,2000,1,16-May,5,10:40,UK,0,26,1,1,0,Nepal,NA,NA
Andy Salter,2000 Spr,2000,1,16-May,5,10:40,UK,1,39,1,1,0,Nepal,NA,NA
"Lama Jangbu Sherpa (Kharikhola, Solukhumbu)",2000 Spr,2000,1,16-May,5,10:40,Nepal,1,35,1,1,0,Nepal,NA,NA
"Pemba Gyalzen/Gyalje Sherpa (Pangkoma, Jubing-9, Solukhumbu)",2000 Spr,2000,1,16-May,5,10:40,Nepal,1,26,1,1,0,Nepal,NA,NA
Jordi Bayona Silva,2000 Spr,2000,1,16-May,5,10:49,Spain,1,33,1,1,0,Nepal,NA,NA
Joan Belmonte Blanch,2000 Spr,2000,1,16-May,5,10:49,Spain,1,33,1,1,0,Nepal,NA,NA
"Nima Nuru/Norbu Sherpa (Thamiteng, Khumbu)",2000 Spr,2000,1,16-May,5,10:49,Nepal,1,25,1,1,0,Nepal,NA,NA
"Tamtin (Thomting, Tamding) Sherpa (Beding, Dolakha)",2000 Spr,2000,1,16-May,5,10:49,Nepal,1,25,1,1,0,Nepal,NA,NA
Sang-Hyun Mo,2000 Spr,2000,1,16-May,5,10:50,S Korea,1,25,1,1,0,Nepal,NA,NA
Heon-Ju Park,2000 Spr,2000,1,16-May,5,10:50,S Korea,1,33,1,1,0,Nepal,NA,NA
Sergei Igorevich Bershov,2000 Spr,2000,1,17-May,5,NA,Ukraine,1,53,1,1,0,China,NA,NA
Andrei Iakimov,2000 Spr,2000,1,17-May,5,NA,Russia,1,38,1,1,0,China,NA,NA
Oleg Kravchenko,2000 Spr,2000,1,17-May,5,NA,Russia,1,39,1,1,0,China,NA,NA
Nobuo Matsumoto,2000 Spr,2000,1,17-May,5,NA,Japan,1,34,1,1,0,China,NA,NA
Vladimir Nedelkin,2000 Spr,2000,1,17-May,5,NA,Russia,1,45,1,1,0,China,NA,NA
Roman Rosenbaum,2000 Spr,2000,1,17-May,5,NA,Australia,1,33,1,1,0,China,NA,NA
