Name,Yr/Seas,Year,Season,Date,Month,Time,Citizenship,Sex,Age,Oxy,Ascents,Dth,Host,Cause,Altitude
"Pasang Gombu Sherpa (Kurima, Lokhim-9, Solukhumbu)",2011 Spr,2011,1,20-May,5,NA,Nepal,1,41,1,1,0,Nepal,NA,NA
"Pasang Tendi Sherpa (Jubing, Solukhumbu)",2011 Spr,2011,1,20-May,5,NA,Nepal,1,22,1,1,0,Nepal,NA,NA
"Pemba Gyalzen Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,NA,Nepal,1,36,1,1,0,Nepal,NA,NA
"Samden Sherpa (Bakachol-9, Khotang)",2011 Spr,2011,1,20-May,5,NA,Nepal,1,23,1,1,0,Nepal,NA,NA
"Tarke Sherpa (Rakshikharka, Lokhim-9, Solukhumbu)",2011 Spr,2011,1,20-May,5,NA,Nepal,1,43,1,1,0,Nepal,NA,NA
"Temba Sherpa (Sotang-6, Solukhumbu)",2011 Spr,2011,1,20-May,5,NA,Nepal,1,33,1,1,0,Nepal,NA,NA
Irenusz Krzysztof (Irek) Szpot,2011 Spr,2011,1,20-May,5,NA,Poland,1,49,1,1,0,Nepal,NA,NA
Charles Scott Woolums,2011 Spr,2011,1,20-May,5,NA,USA,1,53,1,1,0,Nepal,NA,NA
Dorje (Big),2011 Spr,2011,1,20-May,5,2:15,China,1,27,1,1,0,China,NA,NA
Dorje Tsering (Duoji Ciren),2011 Spr,2011,1,20-May,5,2:15,China,1,26,1,1,0,China,NA,NA
"Karsang (Gesang, Kelsang)",2011 Spr,2011,1,20-May,5,2:15,China,1,27,1,1,0,China,NA,NA
"Lobsang (Lorchun, Lobchong)",2011 Spr,2011,1,20-May,5,2:15,China,1,26,1,1,0,China,NA,NA
Luda,2011 Spr,2011,1,20-May,5,2:15,China,1,29,1,1,0,China,NA,NA
Ngodup (Ou Zhu),2011 Spr,2011,1,20-May,5,2:15,China,1,26,1,1,0,China,NA,NA
Norbu (Big),2011 Spr,2011,1,20-May,5,2:15,China,1,25,1,1,0,China,NA,NA
Norbu Dhondup (Small),2011 Spr,2011,1,20-May,5,2:15,China,1,22,1,1,0,China,NA,NA
Pasang Tarke (Basang Taqu),2011 Spr,2011,1,20-May,5,2:15,China,1,32,1,1,0,China,NA,NA
Pemba Dhondup (Bianba Dunzhu),2011 Spr,2011,1,20-May,5,2:15,China,1,32,1,1,0,China,NA,NA
Pemba Tashi (Bianba Zhaxi),2011 Spr,2011,1,20-May,5,2:15,China,1,33,1,1,0,China,NA,NA
Pemba Tsering (Small),2011 Spr,2011,1,20-May,5,2:15,China,1,22,1,1,0,China,NA,NA
"Phuntsok (Phinzo, Pingcuo)",2011 Spr,2011,1,20-May,5,2:15,China,1,NA,1,1,0,China,NA,NA
Phurbu Tsering (Big),2011 Spr,2011,1,20-May,5,2:15,China,1,27,1,1,0,China,NA,NA
Phurtse (Pubu Tsering),2011 Spr,2011,1,20-May,5,2:15,China,1,27,1,1,0,China,NA,NA
Sonam (Soulang),2011 Spr,2011,1,20-May,5,2:15,China,1,NA,1,1,0,China,NA,NA
Tashi Phuntsok (Tashi Phinzo),2011 Spr,2011,1,20-May,5,2:15,China,1,28,1,1,0,China,NA,NA
Tenzing Jigme,2011 Spr,2011,1,20-May,5,2:15,China,1,24,1,1,0,China,NA,NA
Tsering Dhondup (Big),2011 Spr,2011,1,20-May,5,2:15,China,1,29,1,1,0,China,NA,NA
Tsering Dorje (Cering Dorje),2011 Spr,2011,1,20-May,5,2:15,China,1,29,1,1,0,China,NA,NA
Tsering Tashi,2011 Spr,2011,1,20-May,5,2:15,China,1,21,1,1,0,China,NA,NA
"Tsipe (Tsepin, Cipei)",2011 Spr,2011,1,20-May,5,2:15,China,1,26,1,1,0,China,NA,NA
Wangdu Tsering,2011 Spr,2011,1,20-May,5,2:15,China,1,20,1,1,0,China,NA,NA
Zi-Ming Chen,2011 Spr,2011,1,20-May,5,2:15,China,1,NA,1,1,0,China,NA,NA
Nu-Bo Huang,2011 Spr,2011,1,20-May,5,2:15,China,1,54,1,1,0,China,NA,NA
Yan-Liang Huang,2011 Spr,2011,1,20-May,5,2:15,China,1,58,1,1,0,China,NA,NA
Masakimi Kimoto,2011 Spr,2011,1,20-May,5,2:15,Japan/China,1,NA,1,1,0,China,NA,NA
Hong Li,2011 Spr,2011,1,20-May,5,2:15,China,1,48,1,1,0,China,NA,NA
Qi-Yi Luo,2011 Spr,2011,1,20-May,5,2:15,China,1,51,1,1,0,China,NA,NA
Ke Miao,2011 Spr,2011,1,20-May,5,2:15,China,1,28,1,1,0,China,NA,NA
Jing Wei,2011 Spr,2011,1,20-May,5,2:15,China,0,45,1,1,0,China,NA,NA
Qi-Duan Zhu,2011 Spr,2011,1,20-May,5,2:15,China,1,NA,1,1,0,China,NA,NA
Robert Anno Meijer,2011 Spr,2011,1,20-May,5,5:00,Netherlands,1,38,1,1,0,China,NA,NA
Annelie Sylvia Pompe,2011 Spr,2011,1,20-May,5,5:00,Sweden,0,30,1,1,0,China,NA,NA
Bhakta Kumar Rai,2011 Spr,2011,1,20-May,5,5:00,Nepal,1,30,1,1,0,Nepal,NA,NA
"Chhiring Dorje Sherpa (Beding, Dolakha)",2011 Spr,2011,1,20-May,5,5:00,Nepal,1,36,1,1,0,China,NA,NA
"Dawa Nurbu (Danuru) Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,20-May,5,5:00,Nepal,1,34,1,1,0,Nepal,NA,NA
"Karma Gelzen (Karma Gyalzen) Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,20-May,5,5:00,Nepal,1,26,1,1,0,Nepal,NA,NA
"Nima Gombu (Gombu) Sherpa (Beding, Dolakha)",2011 Spr,2011,1,20-May,5,5:00,Nepal,1,42,1,1,0,China,NA,NA
"Phurba Temba (Furtemba) Sherpa (Simigaon, Dolakha)",2011 Spr,2011,1,20-May,5,5:00,Nepal,1,26,1,1,0,China,NA,NA
"Tashi Sherpa (Beding, Dolakha)",2011 Spr,2011,1,20-May,5,5:00,Nepal,1,32,1,1,0,China,NA,NA
David Harold Wermuth,2011 Spr,2011,1,20-May,5,5:00,USA,1,48,1,1,0,China,NA,NA
Hiroyuki Kuraoka,2011 Spr,2011,1,20-May,5,5:12,Japan,1,49,1,1,0,Nepal,NA,NA
"Pemba Nuru Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,5:12,Nepal,1,30,1,1,0,Nepal,NA,NA
Broery Andrew Sihombing,2011 Spr,2011,1,20-May,5,5:12,Indonesia,1,22,1,1,0,Nepal,NA,NA
"Chayang Jangbu (Chhyang Jyalbu) Bhote (Hatiya-1, Makalu-Barun)",2011 Spr,2011,1,20-May,5,5:15,Nepal,1,31,1,1,0,Nepal,NA,NA
Giles Dan Ruck,2011 Spr,2011,1,20-May,5,5:15,UK,1,43,1,1,0,Nepal,NA,NA
"Ngawang Tenjing (Nawang Tenzing) Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,5:50,Nepal,1,17,1,1,0,Nepal,NA,NA
David Simon John (Dave) Tait,2011 Spr,2011,1,20-May,5,5:50,UK,1,49,1,1,0,Nepal,NA,NA
Adrian John Ballinger,2011 Spr,2011,1,20-May,5,5:56,UK,1,35,1,1,0,Nepal,NA,NA
"Phurba Tashi Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,5:56,Nepal,1,39,1,1,0,Nepal,NA,NA
"Son Dorje Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,5:56,Nepal,1,47,1,1,0,Nepal,NA,NA
Veronique Denys,2011 Spr,2011,1,20-May,5,6:00,Canada,0,35,1,1,0,Nepal,NA,NA
Abudul Khalim (Abu) Elmezov,2011 Spr,2011,1,20-May,5,6:00,Russia,1,54,1,1,0,China,NA,NA
"Ang Gyalzen (Ang Geljen, Rinji) Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,20-May,5,6:00,Nepal,1,37,1,1,0,Nepal,NA,NA
"Ngima Dorje (Nima Dorje) Sherpa (Pare, Khumbu)",2011 Spr,2011,1,20-May,5,6:00,Nepal,1,26,1,1,0,China,NA,NA
"Pasang Dawa Sherpa (Sengma, Khumbu)",2011 Spr,2011,1,20-May,5,6:00,Nepal,1,23,1,1,0,Nepal,NA,NA
Matthew James Mucciacciaro Gabriele,2011 Spr,2011,1,20-May,5,6:05,Australia,1,31,1,1,0,Nepal,NA,NA
"Dorje Sonam Gyalzen Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,6:05,Nepal,1,29,1,1,0,Nepal,NA,NA
Naoki Ishikawa,2011 Spr,2011,1,20-May,5,6:12,Japan,1,33,1,1,0,Nepal,NA,NA
"Nima Tenzing (Ngima Tenjing) Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,6:12,Nepal,1,20,1,1,0,Nepal,NA,NA
Adam Craig Parore,2011 Spr,2011,1,20-May,5,6:15,New Zealand,1,40,1,1,0,Nepal,NA,NA
"Pasang Nima Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,6:15,Nepal,1,18,1,1,0,Nepal,NA,NA
Alan Robert Millard,2011 Spr,2011,1,20-May,5,6:18,UK,1,48,1,1,0,Nepal,NA,NA
"Pasang Kami (PK) Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,6:18,Nepal,1,31,1,1,0,Nepal,NA,NA
Renee Michael Bergsma,2011 Spr,2011,1,20-May,5,6:54,Netherlands,1,54,1,1,0,Nepal,NA,NA
"Lakpa Nuru Sherpa (Khumjung/Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,6:54,Nepal,1,48,1,1,0,Nepal,NA,NA
Mark Wynton Woodward,2011 Spr,2011,1,20-May,5,6:54,New Zealand,1,47,1,1,0,Nepal,NA,NA
James Edward Holliday,2011 Spr,2011,1,20-May,5,6:55,USA,1,56,1,1,0,Nepal,NA,NA
"Lhakpa Nuru Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,6:55,Nepal,1,30,1,1,0,Nepal,NA,NA
"Jyamchang Bhote (Hungung, Hatiya-1, Makalu-Barun)",2011 Spr,2011,1,20-May,5,7:00,Nepal,1,30,1,1,0,Nepal,NA,NA
Juan Glenn Uribe,2011 Spr,2011,1,20-May,5,7:00,Mexico,1,48,1,1,0,Nepal,NA,NA
Eduardo Manuel Martinez Palomera Angel,2011 Spr,2011,1,20-May,5,7:00,Mexico,1,50,1,1,0,Nepal,NA,NA
Purna Kumar Rai,2011 Spr,2011,1,20-May,5,7:00,Nepal,1,32,1,1,0,Nepal,NA,NA
Richard Eric Salter Bennet,2011 Spr,2011,1,20-May,5,7:00,Mexico,1,52,1,1,0,Nepal,NA,NA
"Gyamjo Sherpa (Ghunsa, Lelep-9, Taplejung)",2011 Spr,2011,1,20-May,5,7:00,Nepal,1,24,1,1,0,Nepal,NA,NA
"Lhakpa Nurbu Sherpa (Tashigaon, Makalu-Barun)",2011 Spr,2011,1,20-May,5,7:00,Nepal,1,28,1,1,0,China,NA,NA
"Nima Tendu (Nima Thenduk) Sherpa (Walung, Makalu-9, Makalu-Barun)",2011 Spr,2011,1,20-May,5,7:00,Nepal,1,37,1,1,0,Nepal,NA,NA
Martin Meredith Frey,2011 Spr,2011,1,20-May,5,7:09,USA,1,51,1,1,0,Nepal,NA,NA
"Tashi Chhiring (Tashi Tshering) Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,7:09,Nepal,1,21,1,1,0,Nepal,NA,NA
Shinji Tamura,2011 Spr,2011,1,20-May,5,7:09,Japan,1,44,1,1,0,Nepal,NA,NA
Partha Dey,2011 Spr,2011,1,20-May,5,7:20,UK,1,43,1,1,0,Nepal,NA,NA
"Nima Thundu Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,20-May,5,7:20,Nepal,1,31,1,1,0,Nepal,NA,NA
Jose Antonio Fernandez Alejo,2011 Spr,2011,1,20-May,5,7:30,Spain,1,38,1,1,0,China,NA,NA
David Hill,2011 Spr,2011,1,20-May,5,8:15,UK,1,46,1,1,0,Nepal,NA,NA
"Lobsang Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,20-May,5,8:15,Nepal,1,25,1,1,0,Nepal,NA,NA
Sunita Singh (Jenny) Choken,2011 Spr,2011,1,20-May,5,8:25,India,0,26,1,1,0,Nepal,NA,NA
"Nima Kancha Sherpa (Pare, Khumbu)",2011 Spr,2011,1,20-May,5,8:25,Nepal,1,34,1,1,0,Nepal,NA,NA
"Sonam Tashi Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,8:25,Nepal,1,39,1,1,0,Nepal,NA,NA
Timothy John (Tim) Mosedale,2011 Spr,2011,1,20-May,5,8:30,UK,1,45,1,1,0,Nepal,NA,NA
Allan Karl Cohrs,2011 Spr,2011,1,20-May,5,9:20,Australia,1,39,1,1,0,Nepal,NA,NA
Jenine Angel (Jen) Larsen,2011 Spr,2011,1,20-May,5,9:20,UK,0,43,1,1,0,Nepal,NA,NA
"Dorje Gyalzen Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,20-May,5,9:20,Nepal,1,28,1,1,0,Nepal,NA,NA
Christine Patricia Jensen Burke,2011 Spr,2011,1,20-May,5,9:30,Australia/New Zealand,0,42,1,1,0,Nepal,NA,NA
Sharon Cohrs,2011 Spr,2011,1,20-May,5,9:30,Australia,0,39,1,1,0,Nepal,NA,NA
Premlata Agrawal,2011 Spr,2011,1,20-May,5,9:35,India,0,47,1,1,0,Nepal,NA,NA
"Ngawang Kalden Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,9:35,Nepal,1,19,1,1,0,Nepal,NA,NA
"Tshering Phinjo Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,9:35,Nepal,1,38,1,1,0,Nepal,NA,NA
Susan Elizabeth Hunt,2011 Spr,2011,1,20-May,5,9:40,Australia,0,53,1,1,0,Nepal,NA,NA
"Pasang Dawa (Pa Dawa, Pando) Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,20-May,5,9:40,Nepal,1,34,1,1,0,Nepal,NA,NA
Rodrigo Chaddad Raineri,2011 Spr,2011,1,20-May,5,9:55,Brazil,1,42,1,1,0,Nepal,NA,NA
"Kami Tshering (Kami Chhiring) Sherpa (Khunde, Khumbu)",2011 Spr,2011,1,20-May,5,9:55,Nepal,1,24,1,1,0,Nepal,NA,NA
Gavin Clifford Bate,2011 Spr,2011,1,20-May,5,10:00,UK,1,44,1,1,0,Nepal,NA,NA
"Pasang Tendi Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,20-May,5,10:00,Nepal,1,36,1,1,0,Nepal,NA,NA
Sushma Kaushik,2011 Spr,2011,1,20-May,5,10:25,India,0,31,1,1,0,Nepal,NA,NA
Vikas Kaushik,2011 Spr,2011,1,20-May,5,10:25,India,1,24,1,1,0,Nepal,NA,NA
"Lhakpa Nuru Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,10:25,Nepal,1,20,1,1,0,Nepal,NA,NA
"Tenzing Dorje Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,20-May,5,10:25,Nepal,1,40,1,1,0,Nepal,NA,NA
Raul Erik Helander,2011 Spr,2011,1,20-May,5,10:30,Sweden,1,47,1,1,0,Nepal,NA,NA
"Sonam Tshering Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,10:30,Nepal,1,23,1,1,0,Nepal,NA,NA
Narinder Singh,2011 Spr,2011,1,20-May,5,10:30,India,1,31,1,1,0,Nepal,NA,NA
Pawan Grewal,2011 Spr,2011,1,20-May,5,11:00,India,1,27,1,1,0,Nepal,NA,NA
"Pasang Temba Sherpa (Thami, Khumbu)",2011 Spr,2011,1,20-May,5,11:00,Nepal,1,41,1,1,0,Nepal,NA,NA
"Pemba Tshering (Maila) Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,11:00,Nepal,1,24,1,1,0,Nepal,NA,NA
Ryuseki Hiraoka,2011 Spr,2011,1,20-May,5,12:00,Japan,1,42,1,1,0,Nepal,NA,NA
"Pasang Dawa Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,20-May,5,12:00,Nepal,1,30,1,1,0,Nepal,NA,NA
Shigeo Toji,2011 Spr,2011,1,20-May,5,12:00,Japan,1,67,1,1,0,Nepal,NA,NA
Andrea Derfeser,2011 Spr,2011,1,21-May,5,NA,Austria,0,49,1,1,0,China,NA,NA
Erin Brett Lally,2011 Spr,2011,1,21-May,5,NA,USA,0,26,1,1,0,Nepal,NA,NA
Jean-Marc Morschel,2011 Spr,2011,1,21-May,5,NA,France,1,50,1,1,0,China,NA,NA
"Dawa Sherpa (Robesa, Makalu-5, Makalu-Barun)",2011 Spr,2011,1,21-May,5,NA,Nepal,1,36,1,1,0,China,NA,NA
"Mingma Tenzing Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,21-May,5,NA,Nepal,1,18,1,1,0,Nepal,NA,NA
Yuri Beloyvan,2011 Spr,2011,1,21-May,5,1:10,Russia,1,44,1,1,0,China,NA,NA
Victor Bobok,2011 Spr,2011,1,21-May,5,1:10,Russia,1,50,1,1,0,China,NA,NA
Christopher Cannizzaro,2011 Spr,2011,1,21-May,5,1:10,USA,1,25,1,1,0,China,NA,NA
Roman Gretzky,2011 Spr,2011,1,21-May,5,1:10,Russia,1,39,1,1,0,China,NA,NA
Noel Richmond Hanna,2011 Spr,2011,1,21-May,5,1:10,UK,1,44,1,1,0,China,NA,NA
Karina Mezova,2011 Spr,2011,1,21-May,5,1:10,Russia,0,28,1,1,0,China,NA,NA
Andrei Podolyan,2011 Spr,2011,1,21-May,5,1:10,Russia,1,39,1,1,0,China,NA,NA
Igor Prinzyuk,2011 Spr,2011,1,21-May,5,1:10,Russia,1,33,1,1,0,China,NA,NA
"Dawa Tenjen Sherpa (Balakharka, Makalu-Barun)",2011 Spr,2011,1,21-May,5,1:10,Nepal,1,36,1,1,0,China,NA,NA
"Nima Ongdi Sherpa (Balakharka, Makalu-Barun)",2011 Spr,2011,1,21-May,5,1:10,Nepal,1,32,1,1,0,China,NA,NA
"Nurbu Chhiring Sherpa (Balakharka, Makalu-Barun)",2011 Spr,2011,1,21-May,5,1:10,Nepal,1,30,1,1,0,China,NA,NA
"Pemba Nurbu Sherpa (Tashigaon, Makalu-Barun)",2011 Spr,2011,1,21-May,5,1:10,Nepal,1,31,1,1,0,China,NA,NA
"Pemba Rinjin Sherpa (Balakharka, Makalu-Barun)",2011 Spr,2011,1,21-May,5,1:10,Nepal,1,46,1,1,0,China,NA,NA
"Rinjen Sherpa (Balakharka, Makalu-Barun)",2011 Spr,2011,1,21-May,5,1:10,Nepal,1,38,1,1,0,China,NA,NA
"Tenjin/Tenjen Sherpa (Balakharka, Makalu-Barun)",2011 Spr,2011,1,21-May,5,1:10,Nepal,1,20,1,1,0,China,NA,NA
Dmitri Sokov,2011 Spr,2011,1,21-May,5,1:10,Russia,1,43,1,1,0,China,NA,NA
Kyle James Beaird,2011 Spr,2011,1,21-May,5,2:15,USA,1,36,1,1,0,China,NA,NA
"Pasang (Pasang Temba) Sherpa (Balakharka, Makalu-Barun)",2011 Spr,2011,1,21-May,5,2:15,Nepal,1,28,1,1,0,China,NA,NA
Jean-Luc Marcel Bremond,2011 Spr,2011,1,21-May,5,3:30,France,1,46,1,1,0,China,NA,NA
Jerome Brisebourg,2011 Spr,2011,1,21-May,5,3:30,France,1,39,1,1,0,China,NA,NA
Paul Andre Jaccard,2011 Spr,2011,1,21-May,5,3:30,Switzerland,1,57,1,1,0,China,NA,NA
"Ang Pemba Sherpa (Yilajung, Khumbu)",2011 Spr,2011,1,21-May,5,3:30,Nepal,1,26,1,1,0,China,NA,NA
"Pasang Sona (Ang Sona/Sonam) Sherpa (Thami Og, Khumbu)",2011 Spr,2011,1,21-May,5,3:30,Nepal,1,33,1,1,0,China,NA,NA
"Pechhumbe (Chumbe) Sherpa (Tashigaon, Makalu-Barun)",2011 Spr,2011,1,21-May,5,3:30,Nepal,1,23,1,1,0,China,NA,NA
Biff Franklin Palmer,2011 Spr,2011,1,21-May,5,3:45,USA,1,56,1,1,0,China,NA,NA
"Ang Babu (Jimba Zangbu) Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,21-May,5,3:45,Nepal,1,36,1,1,0,China,NA,NA
Arnold Coster,2011 Spr,2011,1,21-May,5,4:15,Netherlands,1,35,1,1,0,China,NA,NA
Scott Robert Patch,2011 Spr,2011,1,21-May,5,4:15,USA,1,43,1,1,0,China,NA,NA
Eric Plantenberg,2011 Spr,2011,1,21-May,5,4:15,USA,1,39,1,1,0,China,NA,NA
"Lhakpa Gelu (Lhakpa Gelbu) Sherpa (Thumduk, Beni, Solukhumbu)",2011 Spr,2011,1,21-May,5,4:15,Nepal,1,34,1,1,0,China,NA,NA
Mirjam Beaudoin,2011 Spr,2011,1,21-May,5,4:30,Germany,0,35,1,1,0,Nepal,NA,NA
"Mingma Tenzing Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,21-May,5,4:30,Nepal,1,24,1,1,0,Nepal,NA,NA
Alan Duane Arnette,2011 Spr,2011,1,21-May,5,5:00,USA,1,54,1,1,0,Nepal,NA,NA
Anshu Jamsenpa,2011 Spr,2011,1,21-May,5,5:00,India,0,31,1,1,0,Nepal,NA,NA
Karim Marino Mella Nazir,2011 Spr,2011,1,21-May,5,5:00,USA/Dominican Republic,1,43,1,1,0,Nepal,NA,NA
Karl Paratscha,2011 Spr,2011,1,21-May,5,5:00,Italy,1,41,1,1,0,China,NA,NA
"Kami Tshering (Ang Chhiring) Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,21-May,5,5:00,Nepal,1,49,1,1,0,Nepal,NA,NA
"Lhakpa Rangdu Sherpa (Talakharka, Sotang-6, Solukhumbu)",2011 Spr,2011,1,21-May,5,5:00,Nepal,1,43,1,1,0,Nepal,NA,NA
"Ngima Nuru (Nima Nuru) Sherpa (Tesho, Khumbu)",2011 Spr,2011,1,21-May,5,5:00,Nepal,1,29,1,1,0,Nepal,NA,NA
"Panuru (Pasang Nuru, Pa Nuru) Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,21-May,5,5:00,Nepal,1,42,1,1,0,Nepal,NA,NA
"Karma Rita Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,21-May,5,5:10,Nepal,1,35,1,1,0,Nepal,NA,NA
Edward James Buckingham,2011 Spr,2011,1,21-May,5,5:15,UK,1,38,1,1,0,China,NA,NA
Dominique Pickett,2011 Spr,2011,1,21-May,5,5:15,UK,1,36,1,1,0,China,NA,NA
Herbert Gielesberger,2011 Spr,2011,1,21-May,5,5:30,Austria,1,60,1,1,0,China,NA,NA
Maria Hoffmann,2011 Spr,2011,1,21-May,5,5:30,Germany,0,43,1,1,0,China,NA,NA
Helmut Kritzinger,2011 Spr,2011,1,21-May,5,5:30,Italy,1,43,1,1,0,China,NA,NA
"Ngima Chhiring Lama (Yamphudin-3, Taplejung)",2011 Spr,2011,1,21-May,5,5:30,Nepal,1,37,1,1,0,China,NA,NA
Stephan Mahlknecht,2011 Spr,2011,1,21-May,5,5:30,Italy,1,41,1,1,0,China,NA,NA
Stefan Rier,2011 Spr,2011,1,21-May,5,5:30,Italy,1,43,1,1,0,China,NA,NA
"Dendi Sherpa (Deku, Taksindu, Solukhumbu)",2011 Spr,2011,1,21-May,5,5:30,Nepal,1,28,1,1,0,China,NA,NA
"Jangbu Sherpa (Sotang-6, Solukhumbu)",2011 Spr,2011,1,21-May,5,5:30,Nepal,1,29,1,1,0,China,NA,NA
"Kusang Tenzing Sherpa (Ghunsa, Lelep-9, Taplejung)",2011 Spr,2011,1,21-May,5,5:30,Nepal,1,25,1,1,0,China,NA,NA
"Namgya/Namgyal Sherpa (Gyabla, Lelep-8, Taplejung)",2011 Spr,2011,1,21-May,5,5:30,Nepal,1,39,1,1,0,China,NA,NA
"Pemba Sherpa (Ghunsa, Lelep-9, Taplejung)",2011 Spr,2011,1,21-May,5,5:30,Nepal,1,28,1,1,0,China,NA,NA
"Pemba Norbu/Nurbu Sherpa (Ghunsa, Lelep-9, Taplejung)",2011 Spr,2011,1,21-May,5,5:30,Nepal,1,32,1,1,0,China,NA,NA
"Phurbu Kusang Sherpa (Makalu-9, Makalu-Barun)",2011 Spr,2011,1,21-May,5,5:30,Nepal,1,37,1,1,0,China,NA,NA
Michel Andre (Mischu) Wirth,2011 Spr,2011,1,21-May,5,5:30,Switzerland,1,42,1,1,0,China,NA,NA
Ivan E. Gomez Carrasco,2011 Spr,2011,1,21-May,5,5:45,Dominican Republic,1,35,1,1,0,Nepal,NA,NA
Frank Hanns Irnich,2011 Spr,2011,1,21-May,5,5:45,Germany,1,49,1,1,0,China,NA,NA
Jean-Marc Nowak,2011 Spr,2011,1,21-May,5,5:45,France,1,55,1,1,0,China,NA,NA
Mark Quinn,2011 Spr,2011,1,21-May,5,5:45,Ireland,1,27,1,1,0,China,NA,NA
"Gyalzen/Gyalje Sherpa (Patle-4, Okhaldhunga)",2011 Spr,2011,1,21-May,5,5:45,Nepal,1,37,1,1,0,China,NA,NA
"Mingma Dorje Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,21-May,5,5:45,Nepal,1,45,1,1,0,Nepal,NA,NA
"Nuru Wangchu Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,21-May,5,5:45,Nepal,1,33,1,1,0,China,NA,NA
"Tenji/Tenzing Sherpa (Patle-6, Okhaldhunga)",2011 Spr,2011,1,21-May,5,5:45,Nepal,1,28,1,1,0,China,NA,NA
"Chhimi Urkyen Gurung (Swayambhu, Kathmandu)",2011 Spr,2011,1,21-May,5,5:50,Nepal,1,46,1,1,0,China,NA,NA
Swee Chiow Khoo,2011 Spr,2011,1,21-May,5,5:50,Singapore,1,46,1,1,0,China,NA,NA
Arkhom Kijwanichprasert,2011 Spr,2011,1,21-May,5,5:50,Thailand,1,40,1,1,0,China,NA,NA
Francois Marie Matter,2011 Spr,2011,1,21-May,5,5:50,France,1,52,1,1,0,China,NA,NA
"Jangbu Sherpa (Patle-5, Okhaldhunga)",2011 Spr,2011,1,21-May,5,5:50,Nepal,1,39,1,1,0,China,NA,NA
"Lhakpa Nuru Sherpa (Thami, Khumbu)",2011 Spr,2011,1,21-May,5,5:50,Nepal,1,30,1,1,0,China,NA,NA
"Lhakpa Nuru Sherpa (Yilajung, Khumbu)",2011 Spr,2011,1,21-May,5,5:50,Nepal,1,38,1,1,0,China,NA,NA
"Mingma Nuru Sherpa (Thami, Khumbu)",2011 Spr,2011,1,21-May,5,5:50,Nepal,1,35,1,1,0,China,NA,NA
"Ngawang Bhutik (Nawang Futi) Sherpa (Olangchunggola-4, Taplejung)",2011 Spr,2011,1,21-May,5,5:50,Nepal,0,34,1,1,0,China,NA,NA
"Pema Nuru Sherpa (Paiya, Jubing-7, Solukhumbu)",2011 Spr,2011,1,21-May,5,5:50,Nepal,1,36,1,1,0,China,NA,NA
"Pemba Dorje Sherpa (Beding, Dolakha)",2011 Spr,2011,1,21-May,5,5:50,Nepal,1,34,1,1,0,China,NA,NA
"Phurba Tenzing Sherpa (Beding, Dolakha)",2011 Spr,2011,1,21-May,5,5:50,Nepal,1,22,1,1,0,China,NA,NA
Gerald Fiala,2011 Spr,2011,1,21-May,5,6:00,Austria,1,46,1,1,0,China,NA,NA
Ivan Olivier Schmid,2011 Spr,2011,1,21-May,5,6:20,Switzerland,1,36,1,1,0,China,NA,NA
Gangaamaa Badamgarav,2011 Spr,2011,1,21-May,5,6:30,Mongolia,0,42,1,1,0,China,NA,NA
